codigo_postal,entidad_id,municipio,asentamiento,tipo_asentamiento,ciudad,municipio_id,asentamiento_id
50110,15,Toluca,Real Del Bosque,Fraccionamiento,,15106,5070
50115,15,Toluca,Loma Bonita,Colonia,,15106,8361
50120,15,Toluca,Cipres,Colonia,,15106,279
50120,15,Toluca,Federal (Adolfo Lopez Mateos),Colonia,,15106,280
50120,15,Toluca,Granjas,Colonia,,15106,281
50120,15,Toluca,Morelos 1A Seccion,Colonia,,15106,282
50120,15,Toluca,Morelos 2A Secc,Colonia,,15106,283
50120,15,Toluca,Residencial Colon,Fraccionamiento,,15106,284
50120,15,Toluca,Tollocan Infonavit,Fraccionamiento,,15106,287
50122,15,Toluca,Zona Militar,Zona Federal,,15106,286
50130,15,Toluca,Altamirano,Colonia,,15106,288
50130,15,Toluca,Americas,Colonia,,15106,289
50130,15,Toluca,Cuauhtemoc,Colonia,,15106,291
50130,15,Toluca,Francisco Murguia El Ranchito,Colonia,,15106,293
50130,15,Toluca,Universidad,Colonia,,15106,294
50140,15,Toluca,Nueva Santa Maria De Las Rosas,Colonia,,15106,300
50140,15,Toluca,Nueva Santa Maria,Colonia,,15106,301
50140,15,Toluca,Santa Maria De Las Rosas,Colonia,,15106,302
50140,15,Toluca,Valle Don Camilo,Fraccionamiento,,15106,304
50140,15,Toluca,Valle Verde,Colonia,,15106,305
50140,15,Toluca,Villas Florencia,Fraccionamiento,,15106,306
50140,15,Toluca,Terminal,Colonia,,15106,7892
50150,15,Toluca,San Sebastian,Barrio,,15106,247
50150,15,Toluca,Izcalli Ipiem,Colonia,,15106,311
50150,15,Toluca,Izcalli Toluca,Colonia,,15106,312
50150,15,Toluca,Juan Beltran,Conjunto Habitacional,,15106,313
50150,15,Toluca,Progreso,Colonia,,15106,314
50150,15,Toluca,Salvador Sanchez Colin,Colonia,,15106,315
50150,15,Toluca,Vertice,Fraccionamiento,,15106,316
50150,15,Toluca,Comision Federal De Electricidad,Colonia,,15106,5549
50160,15,Toluca,Santa Ana Tlapaltitlan,Colonia,,15106,320
50160,15,Toluca,Villas De Santa Ana I,Fraccionamiento,,15106,321
50160,15,Toluca,Villas De Santa Ana Ii,Fraccionamiento,,15106,322
50160,15,Toluca,Villas De Santa Ana Iii,Fraccionamiento,,15106,323
50160,15,Toluca,Villas De Santa Ana Iv,Fraccionamiento,,15106,324
50160,15,Toluca,Villas De Santa Ana V,Fraccionamiento,,15106,325
50160,15,Toluca,Villas De Santa Ana Vi,Fraccionamiento,,15106,326
50160,15,Toluca,Villas De Santa Ana Vii,Fraccionamiento,,15106,327
50160,15,Toluca,Villas De Santa Ana,Fraccionamiento,,15106,5095
50168,15,Toluca,La Machincuepa,Fraccionamiento,,15106,318
50168,15,Toluca,Santa Maria Zozoquilpan,Colonia,,15106,328
50170,15,Toluca,Heroes Del 5 De Mayo,Colonia,,15106,329
50170,15,Toluca,Isidro Fabela 1A Seccion,Colonia,,15106,330
50170,15,Toluca,Las Haciendas,Fraccionamiento,,15106,332
50170,15,Toluca,Ocho Cedros,Colonia,,15106,333
50170,15,Toluca,El Seminario 1A Seccion,Colonia,,15106,335
50170,15,Toluca,El Seminario 2A Seccion,Colonia,,15106,336
50170,15,Toluca,El Seminario 3A Seccion,Colonia,,15106,337
50170,15,Toluca,El Seminario 4A Seccion,Colonia,,15106,338
50170,15,Toluca,El Seminario 5A Seccion,Colonia,,15106,339
50170,15,Toluca,Villa Hogar,Colonia,,15106,340
50170,15,Toluca,Isidro Fabela 2A Seccion,Colonia,,15106,5701
50170,15,Toluca,Ocho Cedros 2A Seccion,Colonia,,15106,7842
50180,15,Toluca,San Fermin Residencial,Condominio,,15106,19
50180,15,Toluca,Azteca,Colonia,,15106,342
50180,15,Toluca,Bosques De Colon,Fraccionamiento,,15106,343
50180,15,Toluca,Del Parque,Colonia,,15106,344
50180,15,Toluca,Hermanos De La Vega,Colonia,,15106,345
50180,15,Toluca,Lazaro Cardenas,Colonia,,15106,348
50180,15,Toluca,Ampliacion Lazaro Cardenas,Colonia,,15106,349
50180,15,Toluca,Moderna De La Cruz,Colonia,,15106,350
50190,15,Toluca,La Magdalena,Colonia,,15106,167
50190,15,Toluca,Benito Juarez,Colonia,,15106,353
50190,15,Toluca,Emiliano Zapata,Colonia,,15106,354
50190,15,Toluca,Eva Samano De Lopez Mateos,Colonia,,15106,355
50190,15,Toluca,Unidad Victoria,Colonia,,15106,356
50200,15,Toluca,San Cristobal Huichochitlan,Pueblo,,15106,175
50200,15,Toluca,San Andres Cuexcontitlan,Pueblo,,15106,365
50200,15,Toluca,La Trinidad,Colonia,,15106,5538
50200,15,Toluca,Barrio San Gabriel,Colonia,,15106,5552
50200,15,Toluca,Armando Neyra Chavez,Colonia,,15106,5554
50200,15,Toluca,Natividad,Colonia,,15106,8312
50200,15,Toluca,La Concepcion,Colonia,,15106,8314
50200,15,Toluca,Santa Rosa,Colonia,,15106,8315
50200,15,Toluca,San Jose Guadalupe,Colonia,,15106,8316
50200,15,Toluca,San Salvador,Colonia,,15106,8317
50200,15,Toluca,Paseos Del Pilar,Fraccionamiento,,15106,8466
50205,15,Toluca,Ejido De La Y Seccion Siete A Revolucion,Colonia,,15106,21
50205,15,Toluca,Jicaltepec Cuexcontitlan,Colonia,,15106,363
50205,15,Toluca,San Diego De Los Padres Cuexcontitlan,Colonia,,15106,366
50205,15,Toluca,San Diego De Los Padres Otzacatipan,Ejido,,15106,6979
50206,15,Toluca,San Diego Linares,Pueblo,,15106,367
50206,15,Toluca,La Loma Cuexcontitlan,Ejido,,15106,6974
50209,15,Toluca,Toluca (Licenciado Adolfo Lopez Mateos),Aeropuerto,,15106,380
50210,15,Toluca,Fuentes De San Jose,Fraccionamiento,,15106,11
50210,15,Toluca,Paseo Arboleda,Fraccionamiento,,15106,12
50210,15,Toluca,Aurea,Fraccionamiento,,15106,16
50210,15,Toluca,Los Sauces I,Fraccionamiento,,15106,5115
50210,15,Toluca,Los Sauces Ii,Fraccionamiento,,15106,5116
50210,15,Toluca,Los Sauces Iii,Fraccionamiento,,15106,5117
50210,15,Toluca,Ex Hacienda San Jose,Fraccionamiento,,15106,5484
50210,15,Toluca,Santa Cruz Otzacatipan,Colonia,,15106,5531
50210,15,Toluca,Los Sauces Iv,Colonia,,15106,5537
50210,15,Toluca,Los Sauces V,Fraccionamiento,,15106,5698
50210,15,Toluca,Valle De La Hacienda,Fraccionamiento,,15106,6467
50210,15,Toluca,Hacienda Del Valle Ii,Fraccionamiento,,15106,8262
50210,15,Toluca,Bosques De Cantabria,Fraccionamiento,,15106,8267
50210,15,Toluca,La Magdalena Otzacatipan,Barrio,,15106,8324
50210,15,Toluca,Villa Mane,Fraccionamiento,,15106,8441
50210,15,Toluca,Hacienda Del Valle I,Fraccionamiento,,15106,8443
50210,15,Toluca,Valle De San Jose,Fraccionamiento,,15106,8946
50214,15,Toluca,Villas Santin,Fraccionamiento,,15106,5123
50214,15,Toluca,Balcones Santin,Fraccionamiento,,15106,8444
50214,15,Toluca,Paseos Santin,Fraccionamiento,,15106,8445
50220,15,Toluca,San Mateo Otzacatipan,Pueblo,,15106,371
50220,15,Toluca,Villa Tulipanes,Fraccionamiento,,15106,8325
50220,15,Toluca,Villas De San Mateo,Fraccionamiento,,15106,8439
50220,15,Toluca,De Canaleja,Barrio,,15106,8442
50223,15,Toluca,Parque Industrial Exportec Ii,Zona Industrial,,15106,6551
50223,15,Toluca,Parque Industrial Exportec I,Zona Industrial,,15106,6552
50225,15,Toluca,San Miguel Totoltepec,Pueblo,,15106,372
50225,15,Toluca,Geovillas Centenario,Fraccionamiento,,15106,5556
50225,15,Toluca,Nueva San Francisco,Colonia,,15106,5688
50225,15,Toluca,Bordo De Las Canastas,Fraccionamiento,,15106,8263
50226,15,Toluca,Francisco I. Madero,Colonia,,15106,14
50226,15,Toluca,San Pedro Totoltepec,Pueblo,,15106,375
50226,15,Toluca,Hacienda La Galia,Fraccionamiento,,15106,5699
50226,15,Toluca,Sor Juana Ines De La Cruz,Fraccionamiento,,15106,8446
50226,15,Toluca,San Antonio Abad,Colonia,,15106,8448
50226,15,Toluca,La Alameda,Condominio,,15106,8454
50227,15,Toluca,La Floresta,Fraccionamiento,,15106,181
50227,15,Toluca,Misiones De Santa Esperanza,Colonia,,15106,183
50227,15,Toluca,Geovillas De San Mateo,Fraccionamiento,,15106,6361
50227,15,Toluca,Rinconadas Del Pilar,Fraccionamiento,,15106,8261
50227,15,Toluca,Paseos De Toluca,Fraccionamiento,,15106,8280
50227,15,Toluca,Villas De Santa Monica,Fraccionamiento,,15106,8437
50228,15,Toluca,La Perla,Condominio,,15106,10
50228,15,Toluca,Crespa Town,Fraccionamiento,,15106,15
50228,15,Toluca,Geovillas De La Independencia,Unidad Habitacional,,15106,5690
50228,15,Toluca,Arboleda Iv,Fraccionamiento,,15106,5696
50228,15,Toluca,Arboleda,Fraccionamiento,,15106,5697
50228,15,Toluca,Geovillas Los Cedros,Unidad Habitacional,,15106,6303
50228,15,Toluca,Las Fuentes,Condominio,,15106,8432
50228,15,Toluca,Villa De San Andres,Fraccionamiento,,15106,8433
50228,15,Toluca,Los Sabinos,Fraccionamiento,,15106,8434
50228,15,Toluca,Geovillas De La Independencia Ii,Unidad Habitacional,,15106,8436
50228,15,Toluca,La Crespa,Barrio,,15106,8438
50228,15,Toluca,Arboleda V,Fraccionamiento,,15106,8461
50228,15,Toluca,Fuentes De La Independencia,Unidad Habitacional,,15106,8470
50228,15,Toluca,Las Fuentes Del Ordal,Fraccionamiento,,15106,8947
50230,15,Toluca,Las Misiones,Fraccionamiento,,15106,3
50230,15,Toluca,Villa Toscana,Fraccionamiento,,15106,4
50230,15,Toluca,Francisco Villa,Colonia,,15106,13
50230,15,Toluca,San Jose Guadalupe Otzacatipan,Pueblo,,15106,362
50230,15,Toluca,San Nicolas Tolentino,Pueblo,,15106,373
50230,15,Toluca,San Blas Totoltepec,Colonia,,15106,8472
50230,15,Toluca,San Blas Otzacatipan,Colonia,,15106,8473
50233,15,Toluca,Parque Industrial Toluca 2000,Zona Industrial,,15106,6553
50233,15,Toluca,Parque Industrial Vesta,Zona Industrial,,15106,8779
50235,15,Toluca,San Francisco Totoltepec,Pueblo,,15106,368
50235,15,Toluca,El Cerrillo Vista Hermosa,Colonia,,15106,5550
50235,15,Toluca,Guadalupe Totoltepec,Barrio,,15106,6973
50235,15,Toluca,San Francisco,Colonia,,15106,8459
50236,15,Toluca,La Constitucion Totoltepec,Colonia,,15106,364
50236,15,Toluca,Arroyo Vista Hermosa,Colonia,,15106,379
50240,15,Toluca,El Carmen Totoltepec,Colonia,,15106,5107
50240,15,Toluca,El Olimpo,Fraccionamiento,,15106,5109
50240,15,Toluca,Prados De Tollocan,Fraccionamiento,,15106,5120
50240,15,Toluca,Los Ahuehuetes,Fraccionamiento,,15106,7046
50245,15,Toluca,Santa Maria Totoltepec,Pueblo,,15106,376
50245,15,Toluca,Villas Santa Maria (Galaxia),Fraccionamiento,,15106,5528
50245,15,Toluca,"Jesus Garcia Lovera ""El Pilar""",Colonia,,15106,5539
50245,15,Toluca,La Arboleda Ii,Fraccionamiento,,15106,5555
50245,15,Toluca,Campo Real,Unidad Habitacional,,15106,5689
50245,15,Toluca,Los Heroes I,Fraccionamiento,,15106,5692
50245,15,Toluca,La Arboleda Iii,Fraccionamiento,,15106,5695
50245,15,Toluca,Maria Bonita,Fraccionamiento,,15106,8286
50245,15,Toluca,Campo Real I,Fraccionamiento,,15106,8449
50245,15,Toluca,Campo Real Ii,Fraccionamiento,,15106,8450
50245,15,Toluca,Campo Real Iii,Unidad Habitacional,,15106,8451
50245,15,Toluca,Las Bugambilias,Unidad Habitacional,,15106,8452
50245,15,Toluca,Residencial La Joya,Unidad Habitacional,,15106,8453
50246,15,Toluca,El Coecillo,Colonia,,15106,5548
50246,15,Toluca,Los Heroes Iii,Fraccionamiento,,15106,5693
50246,15,Toluca,Los Heroes Ii,Fraccionamiento,,15106,5694
50250,15,Toluca,Las Palomas,Fraccionamiento,,15106,391
50250,15,Toluca,San Felipe Tlalmimilolpan,Pueblo,,15106,392
50250,15,Toluca,Santa Juanita,Ejido,,15106,6981
50250,15,Toluca,La Curva,Colonia,,15106,7047
50250,15,Toluca,La Canada,Colonia,,15106,7048
50250,15,Toluca,Las Margaritas,Fraccionamiento,,15106,7843
50250,15,Toluca,Rancho De Maya,Colonia,,15106,7844
50250,15,Toluca,La Loma Residencial,Fraccionamiento,,15106,8054
50253,15,Toluca,Jardines De San Pedro,Colonia,,15106,8388
50253,15,Toluca,Dos Rios,Colonia,,15106,8389
50253,15,Toluca,Los Alamos,Colonia,,15106,8390
50253,15,Toluca,El Calvario,Colonia,,15106,8391
50254,15,Toluca,Hacienda Vista Hermosa,Fraccionamiento,,15106,22
50254,15,Toluca,Del Panteon,Barrio,,15106,8392
50254,15,Toluca,Loma Bonita,Colonia,,15106,8393
50254,15,Toluca,Tlala,Colonia,,15106,8394
50254,15,Toluca,La Venta,Barrio,,15106,8395
50254,15,Toluca,El Mogote,Barrio,,15106,8396
50254,15,Toluca,El Fronton,Colonia,,15106,8397
50254,15,Toluca,El Mirador,Barrio,,15106,8398
50254,15,Toluca,Balcones De San Felipe,Fraccionamiento,,15106,8489
50255,15,Toluca,El Refugio,Colonia,,15106,389
50255,15,Toluca,Santiago Tlacotepec,Colonia,,15106,393
50255,15,Toluca,San Juan Tilapa Centro,Colonia,,15106,394
50255,15,Toluca,El Durazno,Colonia,,15106,6990
50255,15,Toluca,Vista Hermosa,Colonia,,15106,7049
50255,15,Toluca,Cristo Rey,Colonia,,15106,8270
50255,15,Toluca,Linda Vista,Colonia,,15106,8401
50255,15,Toluca,Paraje Tlalmimilolpan,Colonia,,15106,8402
50255,15,Toluca,Loma Bonita,Colonia,,15106,8403
50255,15,Toluca,Los Pajaritos,Colonia,,15106,8404
50255,15,Toluca,Santiago Tlacotepec Centro,Colonia,,15106,8405
50255,15,Toluca,El Mirador,Colonia,,15106,8406
50255,15,Toluca,Santa Maria,Colonia,,15106,8407
50255,15,Toluca,Guadalupe,Colonia,,15106,8408
50256,15,Toluca,Agua Bendita,Colonia,,15106,8410
50256,15,Toluca,Las Barranquitas,Colonia,,15106,8411
50256,15,Toluca,El Canal,Colonia,,15106,8412
50256,15,Toluca,El Calvario,Colonia,,15106,8413
50257,15,Toluca,La Joya,Barrio,,15106,8399
50257,15,Toluca,El Cruzado,Colonia,,15106,8415
50257,15,Toluca,Benito Juarez,Colonia,,15106,8416
50257,15,Toluca,Tollocan,Colonia,,15106,8417
50257,15,Toluca,La Joya De Ignacio Esquivel,Colonia,,15106,8418
50257,15,Toluca,Apilulco,Colonia,,15106,8419
50257,15,Toluca,Loma Bonita,Colonia,,15106,8420
50258,15,Toluca,Acuxtitla,Colonia,,15106,8421
50258,15,Toluca,El Chamizal,Colonia,,15106,8422
50258,15,Toluca,El Mostrante,Colonia,,15106,8425
50258,15,Toluca,La Cruz,Colonia,,15106,8426
50258,15,Toluca,Puxinco,Colonia,,15106,8427
50258,15,Toluca,El Rosario,Colonia,,15106,8428
50258,15,Toluca,Guadalupe,Colonia,,15106,8429
50258,15,Toluca,Rancho Buenavista,Colonia,,15106,8430
50258,15,Toluca,Paraje El Ocote,Colonia,,15106,8431
50260,15,Toluca,Atenea,Fraccionamiento,,15106,7
50260,15,Toluca,Miramonte,Fraccionamiento,,15106,8
50260,15,Toluca,La Rivera,Fraccionamiento,,15106,9
50260,15,Toluca,Victoria Residencial,Condominio,,15106,17
50260,15,Toluca,Paseos Del Valle,Fraccionamiento,,15106,5118
50260,15,Toluca,El Pacifico,Colonia,,15106,6976
50260,15,Toluca,Capultitlan Centro,Colonia,,15106,8423
50260,15,Toluca,Villas Fontana,Fraccionamiento,,15106,8456
50260,15,Toluca,Villas Santa Esther,Fraccionamiento,,15106,8457
50260,15,Toluca,Alejandria,Fraccionamiento,,15106,8458
50263,15,Toluca,Los Pinos,Colonia,,15106,8374
50263,15,Toluca,San Juan Apostol,Barrio,,15106,8375
50263,15,Toluca,De Cristo Rey,Barrio,,15106,8376
50263,15,Toluca,De La Cruz,Barrio,,15106,8377
50263,15,Toluca,La Virgen De Guadalupe,Barrio,,15106,8378
50263,15,Toluca,San Isidro Labrador,Barrio,,15106,8379
50263,15,Toluca,Del Espiritu Santo,Barrio,,15106,8380
50263,15,Toluca,La Santisima Trinidad,Colonia,,15106,8381
50264,15,Toluca,La Soledad,Barrio,,15106,6
50264,15,Toluca,San Jose,Barrio,,15106,8382
50264,15,Toluca,San Felipe De Jesus,Barrio,,15106,8383
50264,15,Toluca,San Judas Tadeo,Colonia,,15106,8384
50264,15,Toluca,Las Palmas,Colonia,,15106,8385
50264,15,Toluca,San Pablo,Colonia,,15106,8386
50265,15,Toluca,San Miguel Zacango,Colonia,,15106,5532
50265,15,Toluca,Villas Santa Isabel,Fraccionamiento,,15106,5534
50265,15,Toluca,Del Panteon,Barrio,,15106,8362
50265,15,Toluca,Guadalupe,Colonia,,15106,8363
50265,15,Toluca,Sixto Noguez,Colonia,,15106,8364
50265,15,Toluca,La Loma,Colonia,,15106,8365
50265,15,Toluca,Cacalomacan Centro,Colonia,,15106,8366
50265,15,Toluca,La Palma,Colonia,,15106,8367
50265,15,Toluca,La Capilla,Colonia,,15106,8368
50265,15,Toluca,Sagrado Corazon De Jesus,Colonia,,15106,8369
50265,15,Toluca,Tierra Coloradas,Colonia,,15106,8370
50265,15,Toluca,San Pedro,Colonia,,15106,8371
50265,15,Toluca,El Chorrito,Colonia,,15106,8372
50265,15,Toluca,Del Campo,Colonia,,15106,8373
50265,15,Toluca,Las Palomas,Colonia,,15106,8467
50265,15,Toluca,Sor Juana Ines De La Cruz,Colonia,,15106,8468
50266,15,Toluca,San Antonio Buenavista,Pueblo,,15106,388
50270,15,Toluca,Tecaxic,Pueblo,,15106,377
50270,15,Toluca,Tepetongo,Barrio,,15106,8143
50270,15,Toluca,San Pablo,Colonia,,15106,8318
50270,15,Toluca,Buenavista,Barrio,,15106,8319
50270,15,Toluca,Tlalnepantla,Barrio,,15106,8321
50270,15,Toluca,El Pedregal,Barrio,,15106,8323
50274,15,Toluca,Pueblo Nuevo (Serraton),Colonia,,15106,8322
50280,15,Toluca,San Marcos Yachihuacaltepec,Pueblo,,15106,18
50280,15,Toluca,Los Uribe,Barrio,,15106,20
50280,15,Toluca,Santiago Tlaxomulco Centro,Colonia,,15106,209
50280,15,Toluca,Calixtlahuaca,Pueblo,,15106,360
50280,15,Toluca,Junta Local De Caminos,Fraccionamiento,,15106,7845
50280,15,Toluca,El Tepetate,Colonia,,15106,8326
50280,15,Toluca,El Calvario,Colonia,,15106,8327
50280,15,Toluca,La Pena,Colonia,,15106,8328
50283,15,Toluca,El Pozo Blanco,Barrio,,15106,8336
50283,15,Toluca,La Pena,Barrio,,15106,8337
50283,15,Toluca,Los Cipreses,Barrio,,15106,8338
50284,15,Toluca,Los Pocitos,Colonia,,15106,8339
50284,15,Toluca,El Calvario,Colonia,,15106,8340
50284,15,Toluca,Tenojo,Colonia,,15106,8341
50285,15,Toluca,Las Bugambilias,Unidad Habitacional,,15106,1
50285,15,Toluca,San Martin Toltepec,Pueblo,,15106,370
50285,15,Toluca,La Palma Toltepec,Barrio,,15106,384
50285,15,Toluca,Palmillas,Barrio,,15106,385
50285,15,Toluca,Ojo De Agua,Colonia,,15106,5536
50285,15,Toluca,Zimbrones,Barrio,,15106,7050
50285,15,Toluca,2 De Marzo,Colonia,,15106,7051
50285,15,Toluca,San Marcos Yachihuacaltepec,Ejido,,15106,8307
50285,15,Toluca,Lazaro Cardenas,Colonia,,15106,8308
50285,15,Toluca,San Isidro,Rancheria,,15106,8310
50285,15,Toluca,Paseos San Martin,Conjunto Habitacional,,15106,9095
50285,15,Toluca,Almoloya De Juarez,Ejido,,15106,9641
50290,15,Toluca,Ejido Santa Cruz Atzcapotzaltongo,Colonia,,15106,208
50290,15,Toluca,La Vega,Fraccionamiento,,15106,210
50290,15,Toluca,San Pablo Autopan,Pueblo,,15106,374
50290,15,Toluca,Jicaltepec Autopan,Barrio,,15106,6984
50290,15,Toluca,Bordo Nuevo,Ejido,,15106,6987
50290,15,Toluca,El Cerro Del Perico,Ejido,,15106,6988
50290,15,Toluca,De Jesus 1Da. Seccion,Barrio,,15106,8268
50290,15,Toluca,De Jesus 2Da. Seccion,Barrio,,15106,8335
50290,15,Toluca,Del Pozo,Barrio,,15106,8342
50290,15,Toluca,El Cerrito,Colonia,,15106,8344
50290,15,Toluca,Tejocote,Colonia,,15106,8345
50290,15,Toluca,Alcaltunco,Colonia,,15106,8346
50290,15,Toluca,Tanamato,Colonia,,15106,8347
50290,15,Toluca,Chupascliya,Colonia,,15106,8348
50290,15,Toluca,Chichipicas,Colonia,,15106,8349
50290,15,Toluca,Santa Cruz Atzcapotzaltongo,Colonia,,15106,8350
50290,15,Toluca,La Granja,Barrio,,15106,8465
50293,15,Toluca,Parque Industrial Toluca,Zona Industrial,,15106,6555
50294,15,Toluca,De Jesus 3A. Seccion,Barrio,,15106,8329
50294,15,Toluca,De Santa Cruz,Barrio,,15106,8330
50294,15,Toluca,De Pueblo Nuevo,Barrio,,15106,8331
50294,15,Toluca,De Santa Maria,Barrio,,15106,8332
50294,15,Toluca,Tlachaloya,Colonia,,15106,8333
50294,15,Toluca,Villas Los Angeles,Unidad Habitacional,,15106,8471
50295,15,Toluca,Parque Industrial San Cayetano,Zona Industrial,,15106,5
50295,15,Toluca,San Cayetano Morelos,Pueblo,,15106,381
